GASO_11_EKDL210009122-1a-AK19244-AK31215_HTVH3DSX2_L3	GASO	11963174	1794476100	1444734129	1110854966	881598740	881598740	
HALS_13_EKDL210007862-1a-AK19223-AK19696_HLNT5DSX2_L2	HALS	11850502	1777575300	1492343244	1166108067	876057537	876057537	
AGAB_13_EKDL200012859-1a-AK11640-AK16265_HNLVYDSXY_L1	AGAB	11123050	1668457500	1473901084	1169104558	907406216	907406216	
GASO_20_EKDL210009122-1a-AK31176-AK31177_HTVH3DSX2_L3	GASO	12622122	1893318300	1479557591	1144450941	796694551	796694551	
GREV_12_EKDL200012859-1a-AK11158-AK16267_HNLVYDSXY_L1	GREV	13163864	1974579600	1741455441	1276206846	844842518	844842518	
CRES_01_EKDL210009123-1a-AK34208-AK29626_HTVH3DSX2_L3	CRES	12459914	1868987100	1498849373	1153272675	801193017	801193017	
CRES_08_EKDL210004789-1a-AK11178-AK16246_HHJYYDSX2_L2	CRES	12419902	1862985300	1675817753	1309003197	946485168	946485168	
LILL_13_EKDL210004790-1a-AK11158-AK16267_HHJYYDSX2_L3	LILL	11605498	1740824700	1556371830	1237462714	984993986	984993986	
BUNN_02_EKDL210009123-1a-AK18986-AK34202_HTVH3DSX2_L3	BUNN	12804350	1920652500	1605757328	1238442013	979328809	979328809	
HALS_05_EKDL210007862-1a-AK16179-AK16180_HLNT5DSX2_L2	HALS	12535538	1880330700	1541664137	1197897164	825436758	825436758	
BUNN_01_EKDL210009123-1a-AK19109-AK31194_HTVH3DSX2_L3	BUNN	12472374	1870856100	1547396588	1198608989	925153014	925153014	
HYPP_16_EKDL210009122-1a-AK19225-AK31157_HTVH3DSX2_L3	HYPP	12354810	1853221500	1527399563	1188837796	905021934	905021934	
AGAB_24_EKDL210009123-1a-AK19137-AK23734_HTVH3DSX2_L3	AGAB	12467728	1870159200	1550011839	1201479126	888581544	888581544	
LILL_09_EKDL210009123-1a-AK23707-AK23708_HTVH3DSX2_L3	LILL	12872572	1930885800	1514863864	1166546652	838645484	838645484	
KALV_10_EKDL210009123-1a-AK19117-AK23768_HTVH3DSX2_L3	KALV	9601468	    1440220200	1152868668	895155991	646964816	646964816	
HAFR_19_EKDL200012859-1a-AK11398-AK16264_HNLVYDSXY_L1	HAFR	13553056	2032958400	1781530916	1404135314	1054371399	1054371399	
HAUG_11_EKDL210004788-1a-AK11384-AK16224_HHJYYDSX2_L1	HAUG	12281676	1842251400	1633980614	1268311234	956057937	956057937	
HAFR_01_EKDL200012859-1a-AK11714-AK16250_HNLVYDSXY_L1	HAFR	13042656	1956398400	1710091727	1341087757	934713421	934713421	
LANG_13_EKDL210007863-1a-AK23711-AK23712_HLNT5DSX2_L2	LANG	12261734	1839260100	1573452568	1230146217	938293031	938293031	
CRES_04_EKDL210009123-1a-AK19138-AK23746_HTVH3DSX2_L3	CRES	13056692	1958503800	1600673107	1223247033	842811187	842811187	
BOVA_05_EKDL210004789-1a-AK11416-AK16269_HHJYYDSX2_L2	BOVA	12523026	1878453900	1544657503	1198738210	939754453	939754453	
COLN_20_EKDL210009123-1a-AK19009-AK23697_HTVH3DSX2_L3	COLN	13157448	1973617200	1605957924	1244534576	925792379	925792379	
BARR_09_EKDL210004790-1a-AK11677-AK5989_HHJYYDSX2_L3	BARR	12452144	1867821600	1643295297	1271554733	948079287	948079287	
CRES_02_EKDL210004789-1a-AK11698-AK16226_HHJYYDSX2_L2	CRES	12908724	1936308600	1735754303	1360946026	1024793360	1024793360	
GASO_18_EKDL210009122-1a-AK18628-AK31201_HTVH3DSX2_L3	GASO	12892032	1933804800	1554573371	1205814127	904464771	904464771	
INNE_10_EKDL210004789-1a-AK11582-AK8205_HHJYYDSX2_L2	INNE	13052682	1957902300	1681869554	1300732784	1023384181	1023384181	
BUNN_07_EKDL210007863-1a-AK23722-AK23723_HLNT5DSX2_L2	BUNN	12499568	1874935200	1591332598	1249128315	927447084	927447084	
BOVA_01_EKDL200012859-1a-AK11177-AK16280_HNLVYDSXY_L1	BOVA	14212080	2131812000	1795747871	1385603505	1083541668	1083541668	
HFJO_01_EKDL200012859-1a-AK11471-AK16271_HNLVYDSXY_L1	HFJO	10882580	1632387000	1324484667	1023747173	670475446	670475446	
GASO_10_EKDL210009122-1a-AK31220-AK31221_HTVH3DSX2_L3	GASO	13525662	2028849300	1683890998	1305781679	1011944329	1011944329	
GREV_04_EKDL210004790-1a-AK11598-AK16273_HHJYYDSX2_L3	GREV	12634318	1895147700	1623302028	1283718510	1007538016	1007538016	
GREV_08_EKDL210005548-1a-AK11186-AK1268_HHJKNDSX2_L4	GREV	13271708	1990756200	1713789991	1334147320	1054694567	1054694567	
CRES_10_EKDL210004790-1a-AK11178-AK16246_HHJYYDSX2_L3	CRES	13050278	1957541700	1753275708	1362328460	974670725	974670725	
GASO_16_EKDL210004788-1a-AK4251-AK16229_HHJYYDSX2_L1	GASO	13274706	1991205900	1765427533	1391088107	1086731650	1086731650	
HAFR_11_EKDL210004790-1a-AK11718-AK16243_HHJYYDSX2_L3	HAFR	12662798	1899419700	1705409699	1335583061	994565832	994565832	
LANG_10_EKDL210005548-1a-AK11497-AK9485_HHJKNDSX2_L4	LANG	12113806	1817070900	1641032777	1298131772	1066183231	1066183231	
DOLV_02_EKDL210009122-1a-AK31218-AK31219_HTVH3DSX2_L3	DOLV	13337324	2000598600	1610607935	1244034268	952106576	952106576	
BOVA_02_EKDL210009123-1a-AK27221-AK31193_HTVH3DSX2_L3	BOVA	13567294	2035094100	1645837545	1274449139	925372791	925372791	
HYPP_07_EKDL210007863-1a-AK19015-AK23761_HLNT5DSX2_L2	HYPP	12812102	1921815300	1599757173	1244577500	940856816	940856816	
LANG_20_EKDL210004788-1a-AK11683-AK16236_HHJYYDSX2_L1	LANG	12669098	1900364700	1680292549	1328504869	1015232089	1015232089	
BUNN_05_EKDL210009123-1a-AK23704-AK22953_HTVH3DSX2_L3	BUNN	14130358	2119553700	1716839377	1330651095	967376886	967376886	
BARR_13_EKDL200012859-1a-AK7415-AK16289_HNLVYDSXY_L1	BARR	14554356	2183153400	1937553654	1530035437	1128295266	1128295266	
